aimfully,8,0.0036110000000917353,12
airfreighter,12,0.003266800000346848,11
airtightness,12,0.0028156999997008825,8
akaakai,7,0.0022696999985782895,15
aktivist,8,0.004134700000577141,16
alanin,6,0.0009270000009564683,5
albedograph,11,0.003074100000958424,7
albumean,8,0.00335589999849617,10
alcazars,8,0.004325899999457761,17
alcoothionic,12,0.002520199999707984,7
alebush,7,0.002148099998521502,10
alethea,7,0.0018034999993687961,9
alfonso,7,0.002360700000281213,13
algoesthesiometer,17,0.0007936000001791399,6
alienabilities,14,0.0017803000009735115,10
alined,6,0.001088399998479872,5
alkalifiable,12,0.0035807000003842404,15
alkin,5,0.0009331999990536133,9
allegoristic,12,0.002818499999193591,7
alliances,9,0.002296899998327717,3
alloclase,9,0.0022920999999769265,4
allophane,9,0.003589599999031634,9
allowably,9,0.004763299999467563,16
almeidina,9,0.003119800001513795,7
alody,5,0.0006571000012627337,5
alpenstocker,12,0.003574500000468106,11
alsifilm,8,0.0036921000009897398,13
altesse,7,0.0012625999988813419,4
aluminiferous,13,0.0024868999989848817,9
alway,5,0.001123899999583955,17
amaranth,8,0.003074799999012612,10
amazonism,9,0.004954100000759354,16
ambisexuality,13,0.0026535000015428523,11
ambrology,9,0.004034600000522914,10
ameiurus,8,0.002738000001045293,7
americanizer,12,0.0034159000006184215,13
amidated,8,0.0027322999994794372,8
amigo,5,0.001045999999405467,14
aminodiphenyl,13,0.002101800000673393,6
ammanite,8,0.002730300000621355,8
ammotherapy,11,0.0031964999998308485,9
amoralist,9,0.0031249000003299443,6
ampelopsin,10,0.0027264999989711214,5
amphictyonian,13,0.002098999999361695,7
amphisbaenid,12,0.002961999998660758,8
ampleness,9,0.003117000000202097,7
amuyong,7,0.002489900000000489,13
anacard,7,0.0014685999994981103,6
anaerobiosis,12,0.002979099999720347,10
analav,6,0.0018387999989499804,17
analogs,7,0.002031800000622752,10
anaphrodisia,12,0.002508399998987443,6
anastases,9,0.001920699998663622,3
anatopism,9,0.003113599999778671,6
anchovies,9,0.0043447999996715225,11
anderson,8,0.00202260000151,3
androgonia,10,0.002897500000472064,8
anemograph,10,0.0031273000004148344,7
anetiological,13,0.0018955999985337257,6
angeluses,9,0.003333500000735512,8
angiopoietic,12,0.002837500000168802,8
anglomane,9,0.003316300000733463,8
angus,5,0.0009487999996053986,12
anil,4,0.00047280000035243575,6
animatism,9,0.003109299999778159,8
anisogynous,11,0.0032625000003463356,10
ankylophobia,12,0.003602099999625352,12
annerodite,10,0.00255259999903501,5
announcer,9,0.002712499999688589,5
anodonta,8,0.0020174999990558717,5
anonol,6,0.0009262999992643017,5
anoura,6,0.0009942000015144004,5
antalgic,8,0.002996399998664856,8
antedated,9,0.002525500000047032,6
antepast,8,0.002544099999795435,7
anthecologist,13,0.0018795999985741219,4
anthologised,12,0.0028192000008857576,6
anthranilic,11,0.002529100000174367,6
anthropomorphist,16,0.0010211999997409293,8
antialbumid,11,0.0030216999984986614,8
antibromic,10,0.0034106000002793735,9
anticipate,10,0.0027069999996456318,7
anticonscience,14,0.0010600999994494487,2
antidinic,9,0.002482600000803359,5
antiethnic,10,0.0030923000012990087,9
antignostical,13,0.0019648999987111893,6
antiknocks,10,0.006646400001045549,13
antimasquer,11,0.004430299999512499,15
antimonarchical,15,0.0010274999985995237,4
antinosarian,12,0.0014525000005960464,1
antipatriotic,13,0.0015519999997195555,4
antipoetic,10,0.002752399999735644,6
antiqued,8,0.004907000000457629,17
antiromanticist,15,0.0010225999994872836,5
antismog,8,0.003088999999818043,7
antitheist,10,0.0031139999991864897,9
antivibrator,12,0.003368899999259156,12
ants,4,0.0004850999994232552,6
aotus,5,0.000738900000214926,6
apelike,7,0.002541199999541277,12
apheliotropic,13,0.0017774999996618135,4
aphrodisia,10,0.0030668999988847645,8
apyonin,7,0.0024752999997872394,14
apocarpies,10,0.0027181999994354555,6
apogeotropically,16,0.0009764000005816342,6
aponeurotomy,12,0.002752300000793184,6
apostacize,10,0.004318600000260631,14
apothesine,10,0.0030796000010013813,7
appear,6,0.0015989999992598314,14
apperceptionistic,17,0.0006318000014289282,2
applicants,10,0.002706900000703172,6
appreciational,14,0.0012186999992991332,2
appropriators,13,0.001616400000784779,5
apsis,5,0.0007432000002154382,8
aquarists,9,0.005771800000729854,19
arabic,6,0.0014551000003848458,10
araliaephyllum,14,0.0015331999984482536,5
arbith,6,0.0014428999984374968,9
arbutean,8,0.0033929000001080567,10
archaizer,9,0.005149099999471218,16
archegay,8,0.003439599999182974,11
archiblastic,12,0.0029512000000977423,9
architectonic,13,0.0017714000005071284,5
archplotter,11,0.0025284999992436497,5
arctangent,10,0.00298329999895941,8
areason,7,0.0010473999991518212,1
aret,4,0.00042969999958586413,4
argillocalcite,14,0.0016303000011248514,8
argusfishes,11,0.003354699998453725,10
arilloid,8,0.0020182000007480383,4
arithmetizations,16,0.001111999999920954,9
armenoid,8,0.002718900001127622,6
armours,7,0.0019109000004391419,9
aroused,7,0.0015777999997226289,5
arrestee,8,0.0015441000014106976,2
arroyuelo,9,0.003970699999626959,11
arsenoxide,10,0.004666000000725035,16
arteriole,9,0.0020982999994885176,2
arthrolithiasis,15,0.000961599998845486,5
artifactitious,14,0.001869300000180374,11
arundo,6,0.0010743999991973396,5
ascelli,7,0.0014417000002140412,4
asclepin,8,0.0025552999995852588,5
asexually,9,0.0051729999995586695,17
asiaticization,14,0.0019523999999364605,13
askewgee,8,0.0039508999998361105,15
asperite,8,0.002623700000185636,6
aspirate,8,0.0025519999999232823,6
assassinist,11,0.0015676999992138008,3
asserve,7,0.0025919999989127973,16
assyrianize,11,0.004051800000524963,14
assorters,9,0.0019111000001430511,2
asteer,6,0.0007320999993680744,1
astigmatoscopy,14,0.0017021999992721248,7
astringe,8,0.0029453000006469665,7
astronomers,11,0.0026787000006152084,7
ataraxia,8,0.004461900000023888,19
athar,5,0.0008658999995532213,11
athlothetes,11,0.0025074999994103564,7
atmos,5,0.0010356000002502697,14
atrabilarian,12,0.0030082000012043864,11
atroscine,9,0.002270499999212916,1
attendant,9,0.002441099999487051,6
attitudinizer,13,0.0025558999986969866,12
atwite,6,0.0019130999990011333,17
audiotape,9,0.0028417000012268545,5
auguster,8,0.0028603999999177177,8
aurar,5,0.0006929999999556458,8
auris,5,0.0006889000014780322,6
australasian,12,0.0018886999987444142,3
authorcraft,11,0.0033249999996769475,11
autocarpic,10,0.0027251000010437565,6
autodialing,11,0.00283790000139561,7
autohypnotization,17,0.0008292000002256827,8
automatonlike,13,0.0027585999996517785,13
autopoloist,11,0.0024092000003292924,5
autostyly,9,0.003860000000713626,11
auxanology,10,0.004610199999660836,17
avariciousness,14,0.001789699999790173,9
avertedly,9,0.004252099999575876,12
avionic,7,0.0027024000009987503,15
avulsing,8,0.004107999999177991,14
awful,5,0.0011285999989922857,16
axillae,7,0.0030745000003662426,19
axseeds,7,0.0029398000006040093,19
azogrenadine,12,0.00341630000002624,12
azures,6,0.0020729000007122522,17
babies,6,0.0013832999993610429,10
baccara,7,0.0021422999998321757,13
backaching,10,0.0039025999994919403,13
backhaul,8,0.00378160000036587,13
backslid,8,0.003740000000107102,12
backwater,9,0.004743800000142073,14
bacteriosis,11,0.003001099999892176,8
badiner,7,0.002146699998775148,10
baggit,6,0.0014498000000457978,11
bay,3,0.0005772000004071742,17
bayok,5,0.0010772000005090376,15
bakersfield,11,0.003649000000223168,11
balanophora,11,0.003036100000826991,9
baldrics,8,0.0032310999995388556,9
balladlike,10,0.00390750000042317,14
ballones,8,0.003227899998819339,10
balopticon,10,0.003404999999474967,9
bambos,6,0.001386800000545918,10
bandfile,8,0.0035843000005115755,11
banes,5,0.0010775999999168562,15
bankrolls,9,0.004455700000107754,13
bantingize,10,0.004248499999448541,15
barbary,7,0.0025710999998409534,16
barbiturates,12,0.0029429000005620765,10
barehead,8,0.0032298999994964106,11
baryphony,9,0.003854900000078487,10
barmen,6,0.0013899999994464451,9
baroni,6,0.0013739999994868413,9
barratrously,12,0.002996799999891664,9
bartender,9,0.0036588000002666377,10
baselines,9,0.0036498999998002546,10
basigamy,8,0.0034183000007033115,11
basketful,9,0.004450899999937974,12
bastardisation,14,0.0017886000005091773,9
batfowled,9,0.004760599998917314,13
bathtubs,8,0.003352100000483915,11
battered,8,0.003231200000300305,11
bauera,6,0.0013801000004605157,10
bazookaman,10,0.004318999999668449,16
beadrow,7,0.0027174999995622784,15
bearableness,12,0.002945000000181608,11
beatification,13,0.0024627000002510613,11
bebar,5,0.0010772999994514976,16
becher,6,0.001372599999740487,10
becrawls,8,0.003935900000215042,13
beddingroll,11,0.0030742000017198734,8
bedlamise,9,0.003671300000860356,9
bedsheets,9,0.0036583000000973698,11
beefier,7,0.00237109999943641,14
beetleheadedness,16,0.0010693000003811903,10
befop,5,0.0010722999995778082,15
beggaress,9,0.003722100000231876,11
begrime,7,0.0021498000005522044,11
behen,5,0.0010796000005939277,16
bejesus,7,0.0028144000007159775,18
beldames,8,0.003227000001061242,10
beliquoring,11,0.004305100001147366,15
bellmanship,11,0.0030263000007835217,7
beltless,8,0.0032534000001760432,12
bemocked,8,0.0037573999998130603,13
bendsome,8,0.0032310000005963957,10
bengalese,9,0.003641199999037781,10
bentwood,8,0.004024500000014086,14
benzoylated,11,0.0038170000007085036,12
bepill,6,0.0017564000008860603,13
bereaved,8,0.00412770000002638,16
beriming,8,0.0032308999998349464,10
bersim,6,0.0014460000002145534,9
besetter,8,0.0032218000014836434,12
besmokes,8,0.0037718999992648605,14
bespottedness,13,0.0022125999985291855,10
bestowed,8,0.003940099999454105,14
betell,6,0.0013833000011800323,11
betroth,7,0.002183300000979216,11
bevies,6,0.0018430999989504926,16
beworship,9,0.0046755000003031455,13
bhisties,8,0.003217799998310511,11
bibble,6,0.0013935000006313203,11
bibliopolism,12,0.0029431999992084457,11
bicycles,8,0.0033982000004471047,11
biddery,7,0.002483900001607253,14
byeworker,9,0.004672299999583629,15
bigemina,8,0.003220000000510481,10
bijection,9,0.0053413999994518235,17
biliate,7,0.002156600001399056,11
billiard,8,0.0032231000004685484,11
bimensal,8,0.0032322000006388407,9
binh,4,0.0006924999997863779,15
biocide,7,0.0021433999991131714,11
biologese,9,0.0036438999995880295,10
biorbital,9,0.0037205999997240724,10
bipaleolate,11,0.0030005999997229083,9
biquadratic,11,0.004309300000386429,16
birefringence,13,0.0024288999993586913,12
birthing,8,0.003254699999160948,10
bishopful,9,0.004250699999829521,10
bissonata,9,0.0038022999997338047,10
bito,4,0.0005696000007446855,8
biunity,7,0.002515000000130385,14
bkgd,4,0.0006708000000799075,14
blackhander,11,0.0036730000010720687,11
bladeless,9,0.0038283999983832473,11
blankard,8,0.0038318999995681224,13
blastocoelic,12,0.002976499999931548,9
blaver,6,0.001986500001294189,15
bleezy,6,0.002017099999648053,18
blepharoconjunctivitis,22,0.000576599999476457,1
blindball,9,0.0038972000002104323,11
blithest,8,0.0034820000000763685,10
blondes,7,0.0024316999988514,10
blooey,6,0.0017915999997057952,12
blowfishes,10,0.0043525000000954606,13
blueblossom,11,0.0034475999982532812,10
bluffly,7,0.0025398999987373827,15
blustery,8,0.0034634000003279652,10
boatlip,7,0.002605300000141142,10
bobwood,7,0.0028591000009328127,18
bodymaker,9,0.005226700001003337,12
bogglers,8,0.003448400000706897,10
boiette,7,0.0028793999990739394,12
boldfaces,9,0.004462700000658515,10
bolsheviki,10,0.022333299999445444,12
bombernickel,12,0.007388599999103462,12
bondholding,11,0.005812899999000365,9
boninesses,10,0.007187999999587191,12
boodie,6,0.0032814999995025573,10
bookrack,8,0.009076799999093055,14
boos,4,0.0005538999994314509,9
boppist,7,0.002278600000863662,11
boredoms,8,0.003594600000724313,10
borrachio,9,0.006378600000971346,10
bossboy,7,0.005453399999169051,16
boterol,7,0.004611399999703281,11
bottleman,9,0.004256599999280297,9
bouillon,8,0.0033987000006163726,11
bourbonism,10,0.003455799998846487,10
bovicide,8,0.005696799998986535,15
bowlegs,7,0.0028994999993301462,15
boxtops,7,0.0031171000009635463,18
brachydactylism,15,0.0015328999998018844,6
bracioles,9,0.0039008999992802273,8
bradoons,8,0.004092000001037377,10
brayers,7,0.0030454999996436527,14
braking,7,0.0022922999996808358,11
brandyball,10,0.0034570999996503815,11
brassate,8,0.003376599999683094,11
bravos,6,0.0018844999995053513,15
breadnut,8,0.003968600000007427,9
breasts,7,0.00224290000005567,11
breezeways,10,0.0043428999997559,15
breviradiate,12,0.0032969999992928933,12
bricklike,9,0.004643899999791756,14
bridling,8,0.003293699999630917,10
brills,6,0.0013911999994888902,10
bryophyta,9,0.003946400000131689,10
britt,5,0.0010906999996223021,16
brocard,7,0.002198399999542744,11
broking,7,0.0022730000000592554,11
bromocyanide,12,0.0029838999998901272,7
bronchorrhaphy,14,0.0017078999990189914,9
brooky,6,0.0017905999993672594,15
brouhahas,9,0.0037326000001485227,10
brugnatellite,13,0.0022207999991223915,8
brushfires,10,0.0036890999999741325,11
buba,4,0.0005270000001473818,9
buchanan,8,0.0032566999998380197,11
buckteeth,9,0.0045825999986846,14
buenas,6,0.00138159999914933,9
buggyman,8,0.003428299998631701,11
bulbless,8,0.0033184000003529945,12
bulldog,7,0.0021563999998761574,11
bullition,9,0.00375010000061593,10
bumblepuppy,11,0.003183000000717584,11
bundeli,7,0.002144199999747798,10
bunnymouth,10,0.00352270000075805,10
burdocks,8,0.0038151000007928815,12
burgomastership,15,0.0012615999985428061,5
burner,6,0.0013801000004605157,10
bursaries,9,0.003753599999981816,10
bushfighting,12,0.003122899999652873,10
busman,6,0.001379899998937617,9
butyraceous,11,0.003273300000728341,8
butternut,9,0.003735299998879782,11
buzzgloak,9,0.004992600001060055,15
cabbling,8,0.003376900000148453,10
cabresta,8,0.0033649999986664625,10
cachrys,7,0.0025698999997985084,14
cacophonous,11,0.0024985000000015134,6
cadelles,8,0.002161099999284488,5
caecocolic,10,0.0020087000011699274,4
cagayans,8,0.003366900000401074,12
cairngorum,10,0.0029007000011915807,6
calade,6,0.0011604999999690335,7
calcanean,9,0.002339900000151829,5
calciphilic,11,0.002963599999930011,8
calendarer,10,0.002554299999246723,6
calycli,7,0.00251380000008794,15
calyptorhynchus,15,0.0011455999992904253,4
calliphorid,11,0.002515099999072845,5
calorescence,12,0.0017811999987316085,2
calvarium,9,0.00426789999983157,12
camblet,7,0.002161000000342028,10
camias,6,0.0012349999997240957,8
campanologist,13,0.0018877000002248678,4
campit,6,0.0016144999990501674,12
canaliculated,13,0.001987700001336634,7
cancerophobia,13,0.002209199999924749,8
candlelighting,14,0.001668200000494835,7
canichanan,10,0.0030112000004010042,11
cannibalic,10,0.0033496999985800358,12
canonize,8,0.004244800000378746,16
cantharides,11,0.0025067000005947193,4
canulating,10,0.002862999999706517,7
capercaillie,12,0.002048500000455533,5
capitalizes,11,0.003792700001213234,13
capos,5,0.000921199998629163,11
caprock,7,0.002260899998873356,12
captivation,11,0.0034732000003714347,12
caraganas,9,0.0032465000003867317,9
carbamide,9,0.0036354999992909143,9
carbonates,10,0.003347800000483403,9
carburetting,12,0.002964799999972456,8
cardholders,11,0.0025052000000869157,5
cardiologists,13,0.0019959000001108507,6
careening,9,0.0032737000001361594,8
caribed,7,0.0021655999989889096,10
carity,6,0.0015364000009867596,11
carnaubic,9,0.003625699999247445,10
caromed,7,0.0019238999993831385,8
carpintero,10,0.00266139999985171,5
carriagesmith,13,0.001883199998701457,5
cartes,6,0.0011575000007724157,6
carvel,6,0.0018725999998423504,15
caseic,6,0.0011549000009836163,7
caskanet,8,0.003747000000657863,13
cassolette,10,0.001976599998670281,3
castorin,8,0.002157800001441501,3
catacoustics,12,0.0018990999997186009,4
catalufa,8,0.0036044999997102423,13
catathymic,10,0.0034718999995675404,10
catechizes,10,0.004371499999251682,15
catfall,7,0.002414300000964431,14
cathodegraph,12,0.002889100000174949,7
catoptric,9,0.0029809000006935094,6
caucusses,9,0.002832000000125845,7
caup,4,0.000684200000250712,12
cautio,6,0.0012984000004507834,6
caviar,6,0.0018899000006058486,16
cebalrai,8,0.0032534000001760432,10
ceilidhe,8,0.003205600000001141,10
celibatist,10,0.003575000000637374,10
cellulin,8,0.0025533999996696366,6
cenatory,8,0.0036036999990756158,10
centauromachy,13,0.0023011999983282294,6
centon,6,0.0014228000000002794,7
centro,6,0.0012654000001930399,6
cephalically,12,0.002894499999456457,8
cepheid,7,0.03766870000072231,8
ceratostomataceae,17,0.0017256999999517575,5
cerebroganglion,15,0.002877299999454408,8
cerite,6,0.003673499999422347,7
cerulescent,11,0.003300899999885587,3
cessionaire,11,0.0021143999983905815,2
cezannesque,11,0.0045470999993995065,17
chaetotactic,12,0.0027413999996497296,8
chairless,9,0.003865599999699043,8
chalcolite,10,0.006965800001125899,8
chalones,8,0.006526700000904384,8
chamma,6,0.0014750999998796033,10
chanceman,9,0.00406239999938407,10
channelization,14,0.0020107000000280095,11
chapelet,8,0.0032224000005953712,9
character,9,0.0035380000008444767,10
chargeling,10,0.003064599999561324,7
charmingest,11,0.003190000001268345,5
charwoman,9,0.004786299999977928,14
chats,5,0.0009401000006619142,11
chauth,6,0.001310600000579143,9
chechen,7,0.0018149000006815186,10
cheeful,7,0.00240979999944102,13
cheetal,7,0.0018359999994572718,8
chelifer,8,0.0040002999994612765,12
chemoautotrophy,15,0.0011645000013231765,5
chenopodium,11,0.0027479000000312226,5
cheselip,8,0.0031154000007518334,9
chevrette,9,0.0043488000010256656,14
chicaners,9,0.0036290000007284107,8
chiefery,8,0.003654899999673944,12
childliest,10,0.003289599999334314,8
chylocyst,9,0.003945100001146784,11
chimla,6,0.0013173000006645452,8
chinkara,8,0.003925199998775497,13
chippies,8,0.003098199998930795,10
chiropter,9,0.0035057999994023703,8
chiton,6,0.0013247999995655846,8
chlamyses,9,0.003958799999963958,10
chlorite,8,0.0033806000010372372,8
chloropia,9,0.0035330999999132473,8
choicely,8,0.0034943999999086373,11
cholecystonephrostomy,21,0.00044859999979962595,1
chololithic,11,0.0028232000004209112,8
chondromyxoma,13,0.0028459000004659174,12
choraguses,10,0.0034111000004486414,7
choriocarcinomata,17,0.0007952999985718634,4
choses,6,0.0014788999997108476,9
chrysazin,9,0.005567000000155531,14
chrisroot,9,0.0039456999984395225,9
chromatype,10,0.003402799999093986,7
chromoctye,10,0.003239199999370612,9
chronical,9,0.0036690999986603856,8
chubbily,8,0.0035093000005872454,11
chummily,8,0.003616199999669334,11
churchwardens,13,0.0032506000006833347,15
cyaneous,8,0.0035243000002083136,10
cyanus,6,0.0016532999998162268,11
cicatriculae,12,0.002072700001008343,3
cyclide,7,0.002500599999621045,14
cyclopentane,12,0.002773700000034296,7
ciderkin,8,0.003939599999284837,13
cylindroconoidal,16,0.0009086000009119743,6
cimeter,7,0.0019637999994301936,9
cincinnati,10,0.0020024000004923437,5
cineritious,11,0.0020438999999896623,2
cynorrhoda,10,0.0032547000009799376,9
cyprina,7,0.0025352000011480413,13
circularise,11,0.0022885999987920513,3
circumduct,10,0.0026383999993413454,6
circumrotate,12,0.002400800000032177,5
cyril,5,0.001032100000884384,11
cismontane,10,0.0022746000013285084,2
cystoepiplocele,15,0.0011643999987427378,7
citellus,8,0.002437600000121165,5
cytodendrite,12,0.002668999999514199,7
cytostatic,10,0.003403700000490062,10
civie,5,0.00123879999955534,19
cladodium,9,0.003153899999233545,6
clayton,7,0.0025055000005522743,13
clangours,9,0.0032754000003478723,6
clarigate,9,0.0035715999983949587,7
classier,8,0.0022980000012466917,4
clausular,9,0.002702899999349029,6
cleaded,7,0.0014905000007274793,6
cleek,5,0.00094110000100045,12
clericality,11,0.003218800000468036,10
cliental,8,0.002206700000897399,4
clinandria,10,0.002580499998657615,6
clio,4,0.0007968999998411164,12
clitoridectomies,16,0.0008585000014136313,4
clodhopperish,13,0.002049599999736529,6
clonorchiasis,13,0.001836100000218721,5
clothiers,9,0.003750799998670118,7
clownship,9,0.004897400000118068,13
clunk,5,0.0009783000004972564,11
coachee,7,0.0019885000001522712,9
coagency,8,0.0035751999985222938,11
coalsheds,9,0.0037219999994704267,8
coat,4,0.0006691999988106545,12
cobblestoned,12,0.0029908999986218987,9
coccid,6,0.0011594000006880378,8
cochleated,10,0.003096200000072713,8
cockieleekie,12,0.003881500000716187,16
cocobolos,9,0.0038168999999470543,12
codeless,8,0.0022289999997155974,5
coecum,6,0.0012899000012112083,8
coelospermous,13,0.0016787000004114816,4
coenotype,9,0.003910000001269509,11
coexpand,8,0.004670099999202648,16
cogged,6,0.0014747000004717847,11
cognovit,8,0.00412999999934982,15
cohortative,11,0.003577499999664724,11
coinfinity,10,0.0036641999995481456,12
cokewold,8,0.004003600000942242,14
coleorhiza,10,0.004308700001274701,14
collaborationism,16,0.001079300000128569,8
collectivism,12,0.0032591999988653697,11
colligate,9,0.003668499999548658,7
colloque,8,0.005383600000641309,19
colometry,9,0.004024199999548728,10
coloradan,9,0.0024885000002541346,4
colourationally,15,0.001293400000577094,6
columbia,8,0.0032660999986546813,9
comatosely,10,0.0033994999994320096,8
combustious,11,0.003028200000699144,9
comfortlessness,15,0.0013238999999884982,9
commeasure,10,0.0025120999998762272,4
commercialisation,17,0.0009260999995603925,2
committals,10,0.002235399999335641,3
commoving,9,0.004378999999971711,13
commuting,9,0.0032845000005181646,7
compare,7,0.0020738999992317986,8
compensability,14,0.0019701000001077773,5
compleated,10,0.002824399998644367,5
complied,8,0.0028894000006403076,6
composure,9,0.0032494000006408896,6
compromit,9,0.003243299999667215,7
comsomol,8,0.002922200001194142,9
conceiver,9,0.004533699999228702,13
concertinist,12,0.0018975000002683373,2
conciliabulum,13,0.002360899999985122,9
concordal,9,0.0025746999999682885,4
concussing,10,0.0030364999984158203,8
condiments,10,0.0026269000009051524,4
conductively,12,0.0035189999998692656,9
confederatism,13,0.0026010000001406297,8
configurative,13,0.0025986999989981996,8
confocally,10,0.003758999999263324,12
confuter,8,0.003688799999508774,11
conglutination,14,0.0017380000008415664,8
coniceine,9,0.0023913999993965263,5
conjugant,9,0.005598099998678663,17
connectionless,14,0.001127900000938098,2
conopodium,10,0.0029027999989921227,6
consecute,9,0.0026824999986274634,5
considerator,12,0.002227400000265334,3
consoling,9,0.003283699999883538,8
constantine,11,0.0018897000009019393,2
constructionists,16,0.0007626999995409278,4
consummative,12,0.003273099999205442,9
contemper,9,0.003199200000381097,6
contestation,12,0.001805600000807317,2
contoise,8,0.002191300000049523,4
contradictiousness,18,0.0006054999994375976,5
contrariousness,15,0.0008635000012873206,1
controlling,11,0.002855900000213296,8
convection,10,0.003769299999476061,13
conversableness,15,0.0013531000004149973,10
convincers,10,0.003835899999103276,12
cooeys,6,0.0015430999992531724,12
coonskin,8,0.0038253999991866294,14
copaliferous,12,0.003134999999019783,8
copier,6,0.0016566999984206632,12
coppernosed,11,0.0024097000004985603,5
copsole,7,0.001715899999908288,7
coralberry,10,0.0034283000004506903,10
cordelia,8,0.002209600001151557,3
coreidae,8,0.0022022000011929777,4
corymblike,10,0.003945899999962421,11
cormorant,9,0.003069699998377473,7
cornhusk,8,0.0038248000000749016,12
corolla,7,0.001377900000079535,5
corporacy,9,0.003894600000421633,12
correctional,12,0.0017626999997446546,1
corroborations,14,0.001737999999022577,9
corset,6,0.0011712999985320494,6
corvette,8,0.004142300000239629,16
cosmetical,10,0.0021837999993294943,2
cosmotheism,11,0.00269779999871389,7
costochondral,13,0.0019933000003220513,6
cothe,5,0.0009088000006158836,11
cottagers,9,0.003282300000137184,7
coul,4,0.0006126999996922677,12
counter,7,0.0015827000006538583,5
counterclaimed,14,0.0015598999998474028,4
counterfeitness,15,0.001336299999820767,9
countermeasures,15,0.0012414000011631288,4
counterproof,12,0.0031861000006756512,10
counterstain,12,0.0019240000001445878,1
counterworker,13,0.002974999999423744,16
couriers,8,0.0024181999997381354,5
couthier,8,0.0030662999997730367,8
coves,5,0.0012096000009478303,18
cowier,6,0.0019530999998096377,16
coxed,5,0.001207799999974668,17
crabwise,8,0.003991800000221701,13
craftsmen,9,0.004125999999814667,10
crams,5,0.0010359999996580882,14
crank,5,0.0009029000011651078,11
crashingly,10,0.003224600000976352,7
crawfishing,11,0.004258900000422727,14
creashaks,9,0.004540400001133094,14
creditress,10,0.00261549999959243,6
cremometer,10,0.0021808999990753364,5
creply,6,0.0016049999994720565,12
cretinizing,11,0.003930200000468176,14
cricketings,11,0.0037100999998074258,12
crimpness,9,0.0030934999995224643,6
cryology,8,0.0034295000004931353,12
cryptocerous,12,0.0026514000001043314,7
cryptosplenetic,15,0.0011297000000922708,5
crystalloblastic,16,0.0010662000004231231,9
critiquing,10,0.004466000000320491,16
crofting,8,0.003602099999625352,11
crooners,8,0.0021754999997938285,5
crossfertilizable,17,0.0008957999998528976,8
crotaphic,9,0.0034729000017250655,8
crowhop,7,0.002852100000382052,16
cruddy,6,0.0015363000002253102,12
crumpled,8,0.002729699999690638,6
crustily,8,0.0034171999996033264,10
cuartino,8,0.0023559000001114327,4
cubomedusan,11,0.0030184999995981343,7
cudgelling,10,0.0029598000000987668,7
culicid,7,0.0015934999992168741,7
cultism,7,0.001916599998367019,8
cumbraite,9,0.003703299998960574,8
cuneonavicular,14,0.0017880000013974495,9
cuppin,6,0.0016075999992608558,13
curators,8,0.0023502000003645662,5
curing,6,0.0014496000003418885,10
